hash,rel,full,name,size,db_file_path_ref,text_ref,referenced,action,reason
525F6D2222235F6B9369046B28107CD02BD4DA17BEEE1EC73C6A9763F761814B,1\4b0240cde14446a3a8bd85a741bea81c.jpg,C:\panda-gallery\originals\1\4b0240cde14446a3a8bd85a741bea81c.jpg,4b0240cde14446a3a8bd85a741bea81c.jpg,15737,True,True,True,keep,referenced_by_db_file_path_or_text
525F6D2222235F6B9369046B28107CD02BD4DA17BEEE1EC73C6A9763F761814B,2\12e7ff647a9b4786a19167cf89cfb696.jpg,C:\panda-gallery\originals\2\12e7ff647a9b4786a19167cf89cfb696.jpg,12e7ff647a9b4786a19167cf89cfb696.jpg,15737,False,True,True,keep,referenced_by_db_file_path_or_text
962F8741E946ABF2087FCA8FD0131D1EE625C96AA9D9C77D19E8537C19B6DC52,1\511633294b7e4c28a3fa6841f18076c1.jpg,C:\panda-gallery\originals\1\511633294b7e4c28a3fa6841f18076c1.jpg,511633294b7e4c28a3fa6841f18076c1.jpg,17282,True,False,True,keep,referenced_by_db_file_path_or_text
962F8741E946ABF2087FCA8FD0131D1EE625C96AA9D9C77D19E8537C19B6DC52,2\b52c8e87c5084b85bed5ba82a43a4f5f.jpg,C:\panda-gallery\originals\2\b52c8e87c5084b85bed5ba82a43a4f5f.jpg,b52c8e87c5084b85bed5ba82a43a4f5f.jpg,17282,True,False,True,keep,referenced_by_db_file_path_or_text
962F8741E946ABF2087FCA8FD0131D1EE625C96AA9D9C77D19E8537C19B6DC52,1\b89b911b1c394a9dbaf73475c64a45c8.jpg,C:\panda-gallery\originals\1\b89b911b1c394a9dbaf73475c64a45c8.jpg,b89b911b1c394a9dbaf73475c64a45c8.jpg,17282,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
BB8216EFFC0EB85A59E85CE86FF651CBBD480DE8617529BB3C83C353F5C35148,1\601ece9b5f574d7bac0cf6948573c926.jpg,C:\panda-gallery\originals\1\601ece9b5f574d7bac0cf6948573c926.jpg,601ece9b5f574d7bac0cf6948573c926.jpg,19136,True,False,True,keep,referenced_by_db_file_path_or_text
BB8216EFFC0EB85A59E85CE86FF651CBBD480DE8617529BB3C83C353F5C35148,2\aa8aad6b64184c038d080e9e2325dbdb.jpg,C:\panda-gallery\originals\2\aa8aad6b64184c038d080e9e2325dbdb.jpg,aa8aad6b64184c038d080e9e2325dbdb.jpg,19136,True,False,True,keep,referenced_by_db_file_path_or_text
BB8216EFFC0EB85A59E85CE86FF651CBBD480DE8617529BB3C83C353F5C35148,1\5502027b036f4fcc93c1b13dc54a983b.jpg,C:\panda-gallery\originals\1\5502027b036f4fcc93c1b13dc54a983b.jpg,5502027b036f4fcc93c1b13dc54a983b.jpg,19136,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
81762B962F750D176FC70EDBCBDB8A460B3166ED8ADBFE50FC400E5D4FB38685,1\55f8f9f4a1c04b9bad262bb4a8f53521.png,C:\panda-gallery\originals\1\55f8f9f4a1c04b9bad262bb4a8f53521.png,55f8f9f4a1c04b9bad262bb4a8f53521.png,289572,False,True,True,keep,referenced_by_db_file_path_or_text
81762B962F750D176FC70EDBCBDB8A460B3166ED8ADBFE50FC400E5D4FB38685,1\9cd3e6ace31c43b1b111d87c5e7dfcb2.png,C:\panda-gallery\originals\1\9cd3e6ace31c43b1b111d87c5e7dfcb2.png,9cd3e6ace31c43b1b111d87c5e7dfcb2.png,289572,True,False,True,keep,referenced_by_db_file_path_or_text
81762B962F750D176FC70EDBCBDB8A460B3166ED8ADBFE50FC400E5D4FB38685,2\cabca786ad4242a9b49ee8c3369a93ce.png,C:\panda-gallery\originals\2\cabca786ad4242a9b49ee8c3369a93ce.png,cabca786ad4242a9b49ee8c3369a93ce.png,289572,True,True,True,keep,referenced_by_db_file_path_or_text
0F8EB9E130208E3B37FB4E4204CFE12941FC3FF25D2C60FDDCBD70A49800905C,1\5cba417bae8c4fd18d3cb7588380a908.jpg,C:\panda-gallery\originals\1\5cba417bae8c4fd18d3cb7588380a908.jpg,5cba417bae8c4fd18d3cb7588380a908.jpg,18302,True,False,True,keep,referenced_by_db_file_path_or_text
0F8EB9E130208E3B37FB4E4204CFE12941FC3FF25D2C60FDDCBD70A49800905C,2\d9436e70666d4f63a5cd26dfc91489fc.jpg,C:\panda-gallery\originals\2\d9436e70666d4f63a5cd26dfc91489fc.jpg,d9436e70666d4f63a5cd26dfc91489fc.jpg,18302,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
9C5C12B1274475D988C775B3D45669D3E0251DD4C730173E7725A916F74EAFAD,1\621f66313de9420e9141b574e9df3729.jpg,C:\panda-gallery\originals\1\621f66313de9420e9141b574e9df3729.jpg,621f66313de9420e9141b574e9df3729.jpg,23610,True,False,True,keep,referenced_by_db_file_path_or_text
9C5C12B1274475D988C775B3D45669D3E0251DD4C730173E7725A916F74EAFAD,2\e87d94f300984ad2aac94627c43cb7c3.jpg,C:\panda-gallery\originals\2\e87d94f300984ad2aac94627c43cb7c3.jpg,e87d94f300984ad2aac94627c43cb7c3.jpg,23610,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
D6D3D4D8CBE4C3AB83DA9DA35F9BCC19B33249964E1D39E4C16CC643F018D1B3,1\6cba5c589256490fb7f590adf51456c9.jpg,C:\panda-gallery\originals\1\6cba5c589256490fb7f590adf51456c9.jpg,6cba5c589256490fb7f590adf51456c9.jpg,25873,True,False,True,keep,referenced_by_db_file_path_or_text
D6D3D4D8CBE4C3AB83DA9DA35F9BCC19B33249964E1D39E4C16CC643F018D1B3,2\b7820066fd7045f8bea02a65d9d18b5a.jpg,C:\panda-gallery\originals\2\b7820066fd7045f8bea02a65d9d18b5a.jpg,b7820066fd7045f8bea02a65d9d18b5a.jpg,25873,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
73BF7847EEBC296E02861EDCDAC0757DEA1BFDB6A4F902424936261D89EE8CD9,1\7bc6238a99094a4c8b083d5e12a1bd5f.jpg,C:\panda-gallery\originals\1\7bc6238a99094a4c8b083d5e12a1bd5f.jpg,7bc6238a99094a4c8b083d5e12a1bd5f.jpg,16573,True,False,True,keep,referenced_by_db_file_path_or_text
73BF7847EEBC296E02861EDCDAC0757DEA1BFDB6A4F902424936261D89EE8CD9,2\91d5211a00c14647ad8a996889237fa1.jpg,C:\panda-gallery\originals\2\91d5211a00c14647ad8a996889237fa1.jpg,91d5211a00c14647ad8a996889237fa1.jpg,16573,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
923873FC1424B9C6134AFD5DC50DD451BBB84B5E660CD8AE8297FB6AD4613966,1\7c66e0921c024f8c974b7146b45ea0c7.jpg,C:\panda-gallery\originals\1\7c66e0921c024f8c974b7146b45ea0c7.jpg,7c66e0921c024f8c974b7146b45ea0c7.jpg,26755,True,False,True,keep,referenced_by_db_file_path_or_text
923873FC1424B9C6134AFD5DC50DD451BBB84B5E660CD8AE8297FB6AD4613966,2\fa50f92c36bf40ec866c6d21165541ed.jpg,C:\panda-gallery\originals\2\fa50f92c36bf40ec866c6d21165541ed.jpg,fa50f92c36bf40ec866c6d21165541ed.jpg,26755,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
5E4865FD55DC237FF90832BAA5A154A1634A1E35761599E1D4FE5A6332BD3A48,1\85fe71b2b22c430ea7a340ec000dc91c.jpg,C:\panda-gallery\originals\1\85fe71b2b22c430ea7a340ec000dc91c.jpg,85fe71b2b22c430ea7a340ec000dc91c.jpg,26820,True,False,True,keep,referenced_by_db_file_path_or_text
5E4865FD55DC237FF90832BAA5A154A1634A1E35761599E1D4FE5A6332BD3A48,2\e1ac8999ef5f4ec3ab768573d8b316b1.jpg,C:\panda-gallery\originals\2\e1ac8999ef5f4ec3ab768573d8b316b1.jpg,e1ac8999ef5f4ec3ab768573d8b316b1.jpg,26820,True,False,True,keep,referenced_by_db_file_path_or_text
5E4865FD55DC237FF90832BAA5A154A1634A1E35761599E1D4FE5A6332BD3A48,1\faea310eea2a4ccbad5d377ffd1f0e32.jpg,C:\panda-gallery\originals\1\faea310eea2a4ccbad5d377ffd1f0e32.jpg,faea310eea2a4ccbad5d377ffd1f0e32.jpg,26820,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
A013D01B18178D9B1CA3B52DAC0CCB0EFB5C20A52749DDDED7534ED693DCE834,1\8d7ac9ae20e6434daede51768565a9c2.jpg,C:\panda-gallery\originals\1\8d7ac9ae20e6434daede51768565a9c2.jpg,8d7ac9ae20e6434daede51768565a9c2.jpg,17026,True,False,True,keep,referenced_by_db_file_path_or_text
A013D01B18178D9B1CA3B52DAC0CCB0EFB5C20A52749DDDED7534ED693DCE834,2\2544136326ce4d38a6716cd53c35339e.jpg,C:\panda-gallery\originals\2\2544136326ce4d38a6716cd53c35339e.jpg,2544136326ce4d38a6716cd53c35339e.jpg,17026,False,True,True,keep,referenced_by_db_file_path_or_text
46BA23E4471CB4DDC15C33F34C24DBE9A63B8DC9914961508C7D5E62F52D41A7,1\968cc3241b3e431fb0dee9ae5a37d50c.jpg,C:\panda-gallery\originals\1\968cc3241b3e431fb0dee9ae5a37d50c.jpg,968cc3241b3e431fb0dee9ae5a37d50c.jpg,28607,True,False,True,keep,referenced_by_db_file_path_or_text
46BA23E4471CB4DDC15C33F34C24DBE9A63B8DC9914961508C7D5E62F52D41A7,2\8994e956faf94e8bbb14384a9ca56083.jpg,C:\panda-gallery\originals\2\8994e956faf94e8bbb14384a9ca56083.jpg,8994e956faf94e8bbb14384a9ca56083.jpg,28607,True,False,True,keep,referenced_by_db_file_path_or_text
46BA23E4471CB4DDC15C33F34C24DBE9A63B8DC9914961508C7D5E62F52D41A7,1\c1a16a83fc4e4a879ab72615081e7cb7.jpg,C:\panda-gallery\originals\1\c1a16a83fc4e4a879ab72615081e7cb7.jpg,c1a16a83fc4e4a879ab72615081e7cb7.jpg,28607,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
D2B0C0CA838E2D25716F8BC61D7965302E4CD8A0941E9954BF948455E644E401,1\9f705714e7d44a7bbc4c573817d05034.jpg,C:\panda-gallery\originals\1\9f705714e7d44a7bbc4c573817d05034.jpg,9f705714e7d44a7bbc4c573817d05034.jpg,16303,False,True,True,keep,referenced_by_db_file_path_or_text
D2B0C0CA838E2D25716F8BC61D7965302E4CD8A0941E9954BF948455E644E401,1\add645d968db4216b8ef6134f9e86e4f.jpg,C:\panda-gallery\originals\1\add645d968db4216b8ef6134f9e86e4f.jpg,add645d968db4216b8ef6134f9e86e4f.jpg,16303,True,True,True,keep,referenced_by_db_file_path_or_text
D2B0C0CA838E2D25716F8BC61D7965302E4CD8A0941E9954BF948455E644E401,2\38965dfb113746c0abedb59c59e0fe50.jpg,C:\panda-gallery\originals\2\38965dfb113746c0abedb59c59e0fe50.jpg,38965dfb113746c0abedb59c59e0fe50.jpg,16303,True,True,True,keep,referenced_by_db_file_path_or_text
3C9372EA35F52F3CBD8FFF750BE6809C4655FADB9B797D7EF83373349D17D67C,1\a4a1fa75f9a447a0a020106f1abe000e.jpg,C:\panda-gallery\originals\1\a4a1fa75f9a447a0a020106f1abe000e.jpg,a4a1fa75f9a447a0a020106f1abe000e.jpg,16645,True,False,True,keep,referenced_by_db_file_path_or_text
3C9372EA35F52F3CBD8FFF750BE6809C4655FADB9B797D7EF83373349D17D67C,2\939005a746424f4885c96767f271c607.jpg,C:\panda-gallery\originals\2\939005a746424f4885c96767f271c607.jpg,939005a746424f4885c96767f271c607.jpg,16645,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
EE9734887ABA726F57A3EB759E068C820F6603C9DD79C858373B5BFD14C638E8,1\aa4a343ba19048a380cc758355017372.jpg,C:\panda-gallery\originals\1\aa4a343ba19048a380cc758355017372.jpg,aa4a343ba19048a380cc758355017372.jpg,17354,True,False,True,keep,referenced_by_db_file_path_or_text
EE9734887ABA726F57A3EB759E068C820F6603C9DD79C858373B5BFD14C638E8,2\329129bddcb44936861f83095d935239.jpg,C:\panda-gallery\originals\2\329129bddcb44936861f83095d935239.jpg,329129bddcb44936861f83095d935239.jpg,17354,False,True,True,keep,referenced_by_db_file_path_or_text
472BF01A47E4B4FAA78A0CABC3D6A30495090D2F09AF5C1B57B2D648C59154B1,1\b05e4ede5d714db4be0556907b6ee553.jpg,C:\panda-gallery\originals\1\b05e4ede5d714db4be0556907b6ee553.jpg,b05e4ede5d714db4be0556907b6ee553.jpg,30021,True,False,True,keep,referenced_by_db_file_path_or_text
472BF01A47E4B4FAA78A0CABC3D6A30495090D2F09AF5C1B57B2D648C59154B1,2\a929cbe735b0454180456ebdef388f41.jpg,C:\panda-gallery\originals\2\a929cbe735b0454180456ebdef388f41.jpg,a929cbe735b0454180456ebdef388f41.jpg,30021,True,False,True,keep,referenced_by_db_file_path_or_text
472BF01A47E4B4FAA78A0CABC3D6A30495090D2F09AF5C1B57B2D648C59154B1,1\bb4be2c936a04436bd8e02b0e5e8d3fc.jpg,C:\panda-gallery\originals\1\bb4be2c936a04436bd8e02b0e5e8d3fc.jpg,bb4be2c936a04436bd8e02b0e5e8d3fc.jpg,30021,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
D1F86D16EA88915B21BFA4957DFE512CAC614BC5BF905BD6633037DC4F0E0B3F,1\b0b9ac2c2a21431fb154a9d4307aa809.jpg,C:\panda-gallery\originals\1\b0b9ac2c2a21431fb154a9d4307aa809.jpg,b0b9ac2c2a21431fb154a9d4307aa809.jpg,28765,True,False,True,keep,referenced_by_db_file_path_or_text
D1F86D16EA88915B21BFA4957DFE512CAC614BC5BF905BD6633037DC4F0E0B3F,2\df18fcc7fa4d461fae94c59b0012c3fa.jpg,C:\panda-gallery\originals\2\df18fcc7fa4d461fae94c59b0012c3fa.jpg,df18fcc7fa4d461fae94c59b0012c3fa.jpg,28765,True,False,True,keep,referenced_by_db_file_path_or_text
D1F86D16EA88915B21BFA4957DFE512CAC614BC5BF905BD6633037DC4F0E0B3F,1\b1e17e4c100541cb828aa56b8a1c9d8f.jpg,C:\panda-gallery\originals\1\b1e17e4c100541cb828aa56b8a1c9d8f.jpg,b1e17e4c100541cb828aa56b8a1c9d8f.jpg,28765,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
602B0AB18163B0F9EA58BA95C64ED05590BF7889C7BE12EDE49D05945997DA68,1\c10dfc0f0821461a994199da926a541a.jpg,C:\panda-gallery\originals\1\c10dfc0f0821461a994199da926a541a.jpg,c10dfc0f0821461a994199da926a541a.jpg,26722,True,False,True,keep,referenced_by_db_file_path_or_text
602B0AB18163B0F9EA58BA95C64ED05590BF7889C7BE12EDE49D05945997DA68,2\85d868a120cd45b0b202370e08aff14a.jpg,C:\panda-gallery\originals\2\85d868a120cd45b0b202370e08aff14a.jpg,85d868a120cd45b0b202370e08aff14a.jpg,26722,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
A18B5D2BA6B65BC2E0601AFC1CC1C77FB725AE7ADCD3F1E0F9FC834DE0EC79EF,1\c62cb13add9d42fa94e9f13263c2fe95.jpg,C:\panda-gallery\originals\1\c62cb13add9d42fa94e9f13263c2fe95.jpg,c62cb13add9d42fa94e9f13263c2fe95.jpg,32298,True,True,True,keep,referenced_by_db_file_path_or_text
A18B5D2BA6B65BC2E0601AFC1CC1C77FB725AE7ADCD3F1E0F9FC834DE0EC79EF,1\efd421b273594a8581ad10cc0e521830.jpg,C:\panda-gallery\originals\1\efd421b273594a8581ad10cc0e521830.jpg,efd421b273594a8581ad10cc0e521830.jpg,32298,False,True,True,keep,referenced_by_db_file_path_or_text
A18B5D2BA6B65BC2E0601AFC1CC1C77FB725AE7ADCD3F1E0F9FC834DE0EC79EF,2\f2c2520417a54f058e88d023c844499a.jpg,C:\panda-gallery\originals\2\f2c2520417a54f058e88d023c844499a.jpg,f2c2520417a54f058e88d023c844499a.jpg,32298,True,False,True,keep,referenced_by_db_file_path_or_text
647D3F43DD8371CD24B412A93814F12929B58A4389C55AA7B4E7812C4B84BD56,1\c6fa8b3004fe48e7bfaa740491c26c51.png,C:\panda-gallery\originals\1\c6fa8b3004fe48e7bfaa740491c26c51.png,c6fa8b3004fe48e7bfaa740491c26c51.png,816982,True,True,True,keep,referenced_by_db_file_path_or_text
647D3F43DD8371CD24B412A93814F12929B58A4389C55AA7B4E7812C4B84BD56,2\53d006a3cbb342d9992df72e5d17f4b8.png,C:\panda-gallery\originals\2\53d006a3cbb342d9992df72e5d17f4b8.png,53d006a3cbb342d9992df72e5d17f4b8.png,816982,False,True,True,keep,referenced_by_db_file_path_or_text
908DE4277AF46C8EC767922E632CF2882CBF071C875BA8B134CD3A279A3A76F8,1\c9b1482cca9445ec88238e321985d5f3.jpg,C:\panda-gallery\originals\1\c9b1482cca9445ec88238e321985d5f3.jpg,c9b1482cca9445ec88238e321985d5f3.jpg,17952,True,False,True,keep,referenced_by_db_file_path_or_text
908DE4277AF46C8EC767922E632CF2882CBF071C875BA8B134CD3A279A3A76F8,2\fa135dc13b5a49948a5e68260fe92ed0.jpg,C:\panda-gallery\originals\2\fa135dc13b5a49948a5e68260fe92ed0.jpg,fa135dc13b5a49948a5e68260fe92ed0.jpg,17952,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
B5ECC4054EE3CD8077A4333450BD7F4B15C8D43FB203C56C7E3478E68EEB0EA5,1\d63627217b094e409df40189467ef616.jpg,C:\panda-gallery\originals\1\d63627217b094e409df40189467ef616.jpg,d63627217b094e409df40189467ef616.jpg,25909,True,False,True,keep,referenced_by_db_file_path_or_text
B5ECC4054EE3CD8077A4333450BD7F4B15C8D43FB203C56C7E3478E68EEB0EA5,2\10a4c2ed3579439c89f099b651a5a642.jpg,C:\panda-gallery\originals\2\10a4c2ed3579439c89f099b651a5a642.jpg,10a4c2ed3579439c89f099b651a5a642.jpg,25909,False,True,True,keep,referenced_by_db_file_path_or_text
65172819C4C4420F11502514AA655F3AAD550D2E36B87C62FCB6581061EFC509,1\db07ad75c26b4a83ac1ca7ecba8d32c2.jpg,C:\panda-gallery\originals\1\db07ad75c26b4a83ac1ca7ecba8d32c2.jpg,db07ad75c26b4a83ac1ca7ecba8d32c2.jpg,25952,True,False,True,keep,referenced_by_db_file_path_or_text
65172819C4C4420F11502514AA655F3AAD550D2E36B87C62FCB6581061EFC509,2\39ac673677b44f87b2e6032d72eae36f.jpg,C:\panda-gallery\originals\2\39ac673677b44f87b2e6032d72eae36f.jpg,39ac673677b44f87b2e6032d72eae36f.jpg,25952,False,True,True,keep,referenced_by_db_file_path_or_text
0033667B5802B76C4D1B3E190F19AB5828BBAB19EB8130B4CF6C6E46C49C853D,1\f7ae61908e0e4cffa8bfcd58e2267f2c.jpg,C:\panda-gallery\originals\1\f7ae61908e0e4cffa8bfcd58e2267f2c.jpg,f7ae61908e0e4cffa8bfcd58e2267f2c.jpg,26556,True,False,True,keep,referenced_by_db_file_path_or_text
0033667B5802B76C4D1B3E190F19AB5828BBAB19EB8130B4CF6C6E46C49C853D,2\e42a0c19b9204c04916edc81b9a71d01.jpg,C:\panda-gallery\originals\2\e42a0c19b9204c04916edc81b9a71d01.jpg,e42a0c19b9204c04916edc81b9a71d01.jpg,26556,False,False,False,move_to_quarantine,exact_duplicate_unreferenced
